ZIPCODE,ZIP_TOTAL_PEOPLE,ZIP_AUDIENCE_PEOPLE,ZIP_TARGET_DENSITY,CUMULATIVE_REACH
14850,41554,62,0.001492,1087908
60605,23089,36,0.001559,1087476
02903,8212,26,0.003166,1081583
14620,17165,27,0.001573,1087258
15067,1749,97,0.055460,986276
26505,20339,74,0.003638,1080339
17361,5548,251,0.045242,1020034
43081,54150,23,0.000425,1096890
20814,28468,35,0.001229,1089782
19958,37663,103,0.002735,1082733
16829,572,23,0.040210,1038053
16838,1389,36,0.025918,1068470
21403,27065,22,0.000813,1093478
11106,29080,24,0.000825,1093404
15049,841,45,0.053508,996209
